# Generation  Evaluations  Time(s)  Best-obj. Best-cons. [Pop.index  Subgen.  Pop.size  Dis.mult.[0]  Pop.best.obj. Pop.avg.obj.  Pop.var.obj. Pop.worst.obj.  Pop.best.con. Pop.avg.con.  Pop.var.con. Pop.worst.con.]
         1   20.000000       0.000 2.454536645022428e+11  0.000000e+00  
         1   58.000000       0.003 2.217373243923059e+11  0.000000e+00  
         1   99.000000       0.006 1.494053342430594e+11  0.000000e+00  
         1  140.000000       0.008 6.979886510694949e+10  0.000000e+00  
         1  181.000000       0.011 1.623431823772173e+10  0.000000e+00  
         1  222.000000       0.014 7.216164211187180e+09  0.000000e+00  
         1  263.000000       0.016 2.834160384040253e+09  0.000000e+00  
         1  304.000000       0.019 1.164188287873134e+09  0.000000e+00  
         1  345.000000       0.021 4.650368799842111e+07  0.000000e+00  
         1  386.000000       0.024 3.069770963323932e+07  0.000000e+00  
         1  427.000000       0.027 5.067715282762446e+06  0.000000e+00  
         1  468.000000       0.029 5.121542390167974e+05  0.000000e+00  
         1  509.000000       0.032 5.071709616886420e+04  0.000000e+00  
         1  550.000000       0.035 2.212902122634067e+04  0.000000e+00  
         1  591.000000       0.037 6.985946326688263e+03  0.000000e+00  
         1  632.000000       0.040 2.346273066091891e+03  0.000000e+00  
         1  673.000000       0.043 1.455042370009814e+03  0.000000e+00  
         1  714.000000       0.045 7.896046562677075e+02  0.000000e+00  
         1  755.000000       0.048 3.710352252001651e+02  0.000000e+00  
         1  796.000000       0.051 3.264973249064751e+02  0.000000e+00  
         1  837.000000       0.053 2.830816576883968e+02  0.000000e+00  
         1  878.000000       0.056 2.776433910752700e+02  0.000000e+00  
         1  919.000000       0.059 1.909817848908669e+02  0.000000e+00  
         1  960.000000       0.061 1.730591749484283e+02  0.000000e+00  
         1 1001.000000       0.064 1.592923065037979e+02  0.000000e+00  
         1 1042.000000       0.067 1.592923065037979e+02  0.000000e+00  
         1 1083.000000       0.069 1.592923065037979e+02  0.000000e+00  
         1 1124.000000       0.072 1.468595199225294e+02  0.000000e+00  
         1 1165.000000       0.075 1.468595199225294e+02  0.000000e+00  
         1 1206.000000       0.077 1.319596902966023e+02  0.000000e+00  
         1 1247.000000       0.080 1.303547433748182e+02  0.000000e+00  
         1 1288.000000       0.083 1.152847916105262e+02  0.000000e+00  
         1 1329.000000       0.085 1.100234392876920e+02  0.000000e+00  
         1 1370.000000       0.088 1.013034957211084e+02  0.000000e+00  
         1 1411.000000       0.091 9.096685493389386e+01  0.000000e+00  
         1 1452.000000       0.093 7.077024459358037e+01  0.000000e+00  
         1 1493.000000       0.096 6.416531331174149e+01  0.000000e+00  
         1 1534.000000       0.099 5.632189043758201e+01  0.000000e+00  
         1 1575.000000       0.101 5.601418370621502e+01  0.000000e+00  
         1 1616.000000       0.104 5.011156141469483e+01  0.000000e+00  
         1 1657.000000       0.107 4.617474403284577e+01  0.000000e+00  
         1 1698.000000       0.109 4.290368304865246e+01  0.000000e+00  
         1 1739.000000       0.112 4.290368304865246e+01  0.000000e+00  
         1 1780.000000       0.115 3.849617473214953e+01  0.000000e+00  
         1 1821.000000       0.117 3.649278403921606e+01  0.000000e+00  
         1 1862.000000       0.120 3.649278403921606e+01  0.000000e+00  
         1 1903.000000       0.123 3.112343459653386e+01  0.000000e+00  
         1 1944.000000       0.125 3.008846540439043e+01  0.000000e+00  
         1 1985.000000       0.128 2.965484373943792e+01  0.000000e+00  
         1 2026.000000       0.131 2.947307296861768e+01  0.000000e+00  
         1 2087.000000       0.134 2.941686128929181e+01  0.000000e+00  
         1 2128.000000       0.136 2.941686128929181e+01  0.000000e+00  
         1 2169.000000       0.139 2.911126520860707e+01  0.000000e+00  
         1 2210.000000       0.142 2.911126520860707e+01  0.000000e+00  
         1 2251.000000       0.144 2.911126520860707e+01  0.000000e+00  
         1 2292.000000       0.147 2.911126520860707e+01  0.000000e+00  
         1 2333.000000       0.150 2.911126520860707e+01  0.000000e+00  
         1 2374.000000       0.152 2.911126520860707e+01  0.000000e+00  
         1 2415.000000       0.155 2.911126520860707e+01  0.000000e+00  
         1 2456.000000       0.158 2.911126520860707e+01  0.000000e+00  
         1 2497.000000       0.160 2.911126520860707e+01  0.000000e+00  
         1 2538.000000       0.163 2.911126520860707e+01  0.000000e+00  
         1 2579.000000       0.166 2.807177880236492e+01  0.000000e+00  
         1 2620.000000       0.169 2.806646822260835e+01  0.000000e+00  
         1 2661.000000       0.171 2.806646822260835e+01  0.000000e+00  
         1 2702.000000       0.174 2.806646822260835e+01  0.000000e+00  
         1 2743.000000       0.177 2.806646822260835e+01  0.000000e+00  
         1 2784.000000       0.179 2.806646822260835e+01  0.000000e+00  
         1 2825.000000       0.182 2.806646822260835e+01  0.000000e+00  
         1 2866.000000       0.185 2.806646822260835e+01  0.000000e+00  
         1 2907.000000       0.187 2.806646822260835e+01  0.000000e+00  
         1 2948.000000       0.190 2.806646822260835e+01  0.000000e+00  
         1 2989.000000       0.193 2.806646822260835e+01  0.000000e+00  
         1 3030.000000       0.195 2.806646822260835e+01  0.000000e+00  
         1 3071.000000       0.198 2.806646822260835e+01  0.000000e+00  
         1 3112.000000       0.201 2.806646822260835e+01  0.000000e+00  
